node_id,node_type,original_id,label
recipe_469,recipe,112,Gujarati Undhiyu Recipe - Mixed Vegetable With Fenugreek Dumplings
ingredient_470,ingredient,flat green beans,flat green beans
ingredient_471,ingredient,elephant yam suran senai ratalu,elephant yam suran senai ratalu
ingredient_472,ingredient,purple yam,purple yam
ingredient_473,ingredient,raw banana,raw banana
ingredient_474,ingredient,small brinjal baingan eggplant,small brinjal baingan eggplant
ingredient_475,ingredient,enos fruit salt,enos fruit salt
cuisine_476,cuisine,gujarati recipes\ufeff,gujarati recipes\ufeff
state_477,state,gujarat,gujarat
recipe_478,recipe,113,Savoury Crepes with Za'atar Spiced Chicken Recipe
ingredient_479,ingredient,boneless chicken,boneless chicken
ingredient_480,ingredient,zaatar,zaatar
ingredient_481,ingredient,dijon mustard,dijon mustard
recipe_482,recipe,114,Kolkata Chicken Chaap Recipe - Slow Cooked Chicken Legs
ingredient_483,ingredient,chicken legs,chicken legs
ingredient_484,ingredient,kewra water,kewra water
recipe_485,recipe,115,Whole Wheat Oats And Pesto Bread Recipe
recipe_486,recipe,116,Royyala Kura Recipe (Andhra Style Prawn Curry)
recipe_487,recipe,117,Chicken In Thai Basil Sauce Recipe
ingredient_488,ingredient,thai basil leaves,thai basil leaves
ingredient_489,ingredient,lemongrass,lemongrass
recipe_490,recipe,118,Chinese Style Oats Vegetable Dimsums Recipe
ingredient_491,ingredient,rolled oats or instant oats,rolled oats or instant oats
cuisine_492,cuisine,north east india recipes,north east india recipes
recipe_493,recipe,119,Spinach Corn Pasta Recipe In Creamy White Sauce
recipe_494,recipe,120,Gorikayi Palya Recipe - Karnataka Style Gawar Phali Sabzi
recipe_495,recipe,121,Delicious Skillet Plum Cake Recipe
ingredient_496,ingredient,brown sugar demerara sugar,brown sugar demerara sugar
ingredient_497,ingredient,almond essence badam essence,almond essence badam essence
ingredient_498,ingredient,plums,plums
recipe_499,recipe,122,Stuffed Bun With Veggies Recipe
recipe_500,recipe,123,Gujarati Kobi Marcha No Sambharo Recipe - Cabbage & Bell Pepper Stir Fry
recipe_501,recipe,124,Sweet Potato Pineapple Skewers In Spicy Sweetish Peanut Dip Recipe
ingredient_502,ingredient,pineapple,pineapple
recipe_503,recipe,125,Karnataka Style Avarekalu Huli Saru Recipe (Field Beans in a Coconut based Gravy Recipe)
recipe_504,recipe,126,Cold Pasta Salad With Potatoes And Green Peas Recipe
ingredient_505,ingredient,classic mayonnaise with egg,classic mayonnaise with egg
ingredient_506,ingredient,italian seasoning,italian seasoning
recipe_507,recipe,127,Lebanese Style Shish Tawook Recipe - Grilled Chicken Skewers
recipe_508,recipe,128,Chicken Lasagna Recipe
ingredient_509,ingredient,lasagna sheets,lasagna sheets
recipe_510,recipe,129,Pakki Mutton Biryani Recipe
ingredient_511,ingredient,mutton,mutton
ingredient_512,ingredient,biryani masala,biryani masala
ingredient_513,ingredient,mixed spices,mixed spices
ingredient_514,ingredient,saffron strands,saffron strands
recipe_515,recipe,130,Himachali Pahadi Mutton Recipe
recipe_516,recipe,131,Three Bean Salad Recipe
ingredient_517,ingredient,black eyed beans lobia,black eyed beans lobia
recipe_518,recipe,132,Pudina Rice Recipe
recipe_519,recipe,133,Shahi Vegetable Pulao Recipe
recipe_520,recipe,134,Mexican Style Scrambled Egg Enchiladas Recipe
recipe_521,recipe,135,Rajasthani Kadhi Recipe
recipe_522,recipe,136,Fettuccine Pasta Recipe With Roasted Red Bell Pepper Sauce
recipe_523,recipe,137,Moroccan Spiced Cauliflower And Almond Soup Recipe
cuisine_524,cuisine,african,african
recipe_525,recipe,138,Mushroom Cutlet Vegetarian Sizzler Recipe
recipe_526,recipe,139,Corn Pulao Recipe
ingredient_527,ingredient,baby corn,baby corn
recipe_528,recipe,140,Green Beans Paruppu Usili Recipe - Iyengar Style
ingredient_529,ingredient,gingelly oil,gingelly oil
ingredient_530,ingredient,arhar dal split toor dal,arhar dal split toor dal
recipe_531,recipe,141,Cheesy Baked Ziti Pasta Recipe with Roasted Mushroom & Corn
ingredient_532,ingredient,ziti pasta,ziti pasta
ingredient_533,ingredient,del monte whole corn kernels,del monte whole corn kernels
recipe_534,recipe,142,Southern Style Fried Chicken Recipe
ingredient_535,ingredient,buttermilk,buttermilk
cuisine_536,cuisine,american,american
recipe_537,recipe,143,Sindhi Sai Bhaji Recipe - Wholesome Sindhi Dal With Vegetables
ingredient_538,ingredient,green moong dal split,green moong dal split
ingredient_539,ingredient,bottle gourd lauki,bottle gourd lauki
recipe_540,recipe,144,Ringna No Olo Recipe - A Kathiyawadi Gujarati Style Roasted Eggplant
ingredient_541,ingredient,coriander dhania powder,coriander dhania powder
recipe_542,recipe,145,French Onion Tart Recipe
ingredient_543,ingredient,balsamic vinegar,balsamic vinegar
recipe_544,recipe,146,Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils
recipe_545,recipe,147,Chinese Chicken Sweet Corn Soup Recipe
recipe_546,recipe,148,Baked Potato Thyme Rolls Recipe
recipe_547,recipe,149,Kongunadu Kathirikai Rasam Recipe - Spicy & Tangy Eggplant Rasam
recipe_548,recipe,150,Spicy Moroccan Rice With Chicken Recipe
ingredient_549,ingredient,chicken stock,chicken stock
ingredient_550,ingredient,dry ginger powder,dry ginger powder
ingredient_551,ingredient,all spice powder,all spice powder
recipe_552,recipe,151,Walnut Mushroom Veg Bolognese Recipe With A Twist
ingredient_553,ingredient,sweet and spicy red chilli sauce tomato chilli sauce,sweet and spicy red chilli sauce tomato chilli sauce
ingredient_554,ingredient,habenaro sauce,habenaro sauce
ingredient_555,ingredient,apple cider vinegar,apple cider vinegar
recipe_556,recipe,152,Savoury Yogurt Parfait Recipe
ingredient_557,ingredient,red radish,red radish
ingredient_558,ingredient,green moong sprouts,green moong sprouts
ingredient_559,ingredient,puffed grains,puffed grains
recipe_560,recipe,153,Stuffed Mooli Paneer Paratha Recipe
recipe_561,recipe,154,Carrot Soup Recipe
ingredient_562,ingredient,lemon wedges,lemon wedges
recipe_563,recipe,155,Fusilli Pasta Recipe In A Spicy Roasted Beetroot Sauce
recipe_564,recipe,156,Kumbalakai Majjige Huli Recipe- Ash Gourd Buttermilk Curry
ingredient_565,ingredient,vellai poosanikai ash gourd white pumpkin,vellai poosanikai ash gourd white pumpkin
cuisine_566,cuisine,coastal karnataka,coastal karnataka
recipe_567,recipe,157,Andhra Style Bangaladumpa Vepudu Recipe - Potato Fry Recipe
recipe_568,recipe,158,Methi Murgh Recipe - Chicken with Fenugreek Leaves
recipe_569,recipe,159,Shrimp Sambal Recipe
ingredient_570,ingredient,shrimps,shrimps
ingredient_571,ingredient,ginger paste,ginger paste
ingredient_572,ingredient,sambal paste,sambal paste
cuisine_573,cuisine,malaysian,malaysian
recipe_574,recipe,160,Chanar Dalna Recipe -Bengali Style Paneer & Potato Gravy
ingredient_575,ingredient,panch phoran masala,panch phoran masala
recipe_576,recipe,161,Murungai Keerai Thanni Saaru Recipe-Drumstick Leaves Soup
ingredient_577,ingredient,drumstick leaves moringa murungai keerai,drumstick leaves moringa murungai keerai
ingredient_578,ingredient,rice water,rice water
recipe_579,recipe,162,"Barley Salad With Mint, Cucumber & Olives"
ingredient_580,ingredient,barley seeds,barley seeds
ingredient_581,ingredient,cucumbers,cucumbers
recipe_582,recipe,163,Kothavarangai Paruppu Usili Recipe - Gawar Phali Dal Sabzi
recipe_583,recipe,164,Shimla Mirchi Panchamrut Recipe | Konkani Capsicum Cashew Peanut Sabzi
ingredient_584,ingredient,whole black pepper corns,whole black pepper corns
recipe_585,recipe,165,Dhaba Style Dal Fry Recipe | Mixed Dal Tadka
ingredient_586,ingredient,kashmiri rajma,kashmiri rajma
recipe_587,recipe,166,Methi Shakarkand Aloo Sabzi Recipe - Sweet Potato & Fenugreek Leaves Sabzi
recipe_588,recipe,167,Palak Chole Recipe (Spinach & Chickpea Curry)
recipe_589,recipe,168,Nepalese Style Dhal Bhat Recipe
cuisine_590,cuisine,nepalese,nepalese
recipe_591,recipe,169,Basil Pesto Bombs Recipe
ingredient_592,ingredient,chia seeds,chia seeds
ingredient_593,ingredient,oats flour,oats flour
recipe_594,recipe,170,15 Minutes Mexican Fried Rice Recipe
recipe_595,recipe,171,Kondai Kadalai Puli Kuzhambu Recipe -Tangy South Indian Kala Chana Curry
recipe_596,recipe,172,Jaisalmer Kala Chana Kadhi Recipe - Rajasthani Chickpea Curry
recipe_597,recipe,173,Cheesy Mushroom Quesadilla Recipe
ingredient_598,ingredient,tortillas,tortillas
ingredient_599,ingredient,britannia cheese spread asli pepper,britannia cheese spread asli pepper
ingredient_600,ingredient,cheese slices,cheese slices
ingredient_601,ingredient,chipotle sauce,chipotle sauce
recipe_602,recipe,174,Zucchini Tater Tots Recipe - A Delicious Party Appetizer
recipe_603,recipe,175,Kashmiri Style Shami Mutsch Recipe - Minced Lamb Cutlets In Yogurt Gravy
ingredient_604,ingredient,fennel powder,fennel powder
cuisine_605,cuisine,kashmiri,kashmiri
state_606,state,jammu & kashmir,jammu & kashmir
recipe_607,recipe,176,Maharashtrian Kolambi Che Lonche Recipe (Prawns In Pickle Masala)
ingredient_608,ingredient,pickle masala,pickle masala
recipe_609,recipe,177,Shahi Paneer Recipe
recipe_610,recipe,178,Chicken Schezwan Momo - Steamed Chicken Dumpling Recipe
ingredient_611,ingredient,schezwan sauce,schezwan sauce
recipe_612,recipe,179,Maharastrian Style Kurkure Batate Recipe (Spicy & Crispy Roasted Potatoes)
recipe_613,recipe,180,Roasted Garlic Potato Soup Recipe
recipe_614,recipe,181,Protein Fingers Recipe
ingredient_615,ingredient,sage,sage
recipe_616,recipe,182,Pearl Millet Pancake With Walnuts & Nutella (Bajra Millet)
ingredient_617,ingredient,nutella spread,nutella spread
recipe_618,recipe,183,Karnataka Style Chicken Saaru Recipe
recipe_619,recipe,184,Chow Chow Thakkali Kootu Recipe - Chayote Squash In Dal Coconut Curry
ingredient_620,ingredient,chow chow chayote squash,chow chow chayote squash
recipe_621,recipe,185,Tofu Green Pulao Recipe
recipe_622,recipe,186,Thai Chicken Massaman Curry Recipe
ingredient_623,ingredient,black pepper corns,black pepper corns
ingredient_624,ingredient,palm sugar,palm sugar
ingredient_625,ingredient,fish sauce,fish sauce
recipe_626,recipe,187,Leftover Dal Paratha Recipe
recipe_627,recipe,188,Hash Brown With Spinach & Cheese Recipe
recipe_628,recipe,189,Kathirikai Urulai Kizhangu Kara Kuzhambu Recipe
recipe_629,recipe,190,Sakkarai Pongal Recipe - Sweetened Rice And Jaggery Pudding Recipe
recipe_630,recipe,191,Sweet Avalakki pongal Pongal Recipe - Sweetened Rice And Jaggery Pudding Recipe
ingredient_631,ingredient,poha flattened rice,poha flattened rice
ingredient_632,ingredient,nutmeg powder,nutmeg powder
recipe_633,recipe,192,Watermelon Pizza Recipe
ingredient_634,ingredient,watermelon,watermelon
recipe_635,recipe,193,Spinach And Ricotta Dumplings Recipe In Cheese Sauce
ingredient_636,ingredient,ricotta cheese,ricotta cheese
ingredient_637,ingredient,pecorino romano cheese,pecorino romano cheese
ingredient_638,ingredient,chives,chives
ingredient_639,ingredient,lemon zest,lemon zest
recipe_640,recipe,194,Rajasthani Korma Roti Recipe
recipe_641,recipe,195,Stuffed Yellow Moong Dal And Onion Paratha Recipe
recipe_642,recipe,196,Asian Shrimp Rice Burger Recipe
ingredient_643,ingredient,thai jasmine rice,thai jasmine rice
ingredient_644,ingredient,sriracha sauce,sriracha sauce
ingredient_645,ingredient,onion rings,onion rings
recipe_646,recipe,197,Potato Stuffed Dal Dhokli Recipe
recipe_647,recipe,198,Twin In One Bread Loaf Recipe
recipe_648,recipe,199,Lebanese Fattoush Salad Recipe
recipe_649,recipe,200,Cheese Balls With Capsicum Recipe
recipe_650,recipe,201,Chapor Ghonto Recipe - Bengali Mix Vegetable With Lentils Patties
recipe_651,recipe,202,Achari Gosht Recipe
recipe_652,recipe,203,Chickpea & Date Tagine Recipe
ingredient_653,ingredient,couscous,couscous
recipe_654,recipe,204,Corn & Soy Quesadillas with Spicy Mexican Salsa
ingredient_655,ingredient,tabasco original hot sauce,tabasco original hot sauce
recipe_656,recipe,205,Mexican Chicken Soup Recipe
recipe_657,recipe,206,Light And Healthy Spinach Soup Recipe
recipe_658,recipe,207,Masala Karela Recipe
ingredient_659,ingredient,karela bitter gourd pavakkai,karela bitter gourd pavakkai
recipe_660,recipe,208,Kashmiri Style Haak T Thool Recipe - Greens Cooked With Eggs
recipe_661,recipe,209,Manipuri Style Sana Thongpa Recipe-Paneer and Green Beans in Milk Gravy Recipe
recipe_662,recipe,210,Urulaikizhangu Podi Poriyal Recipe (Spicy Potato Sabzi from Tamil Nadu)
recipe_663,recipe,211,Lauki Chana Dal Recipe | Dudhi Chana Dal | High Protein Bottle Gourd Lentil Curry
recipe_664,recipe,212,Slow Cooker Mexican Chicken Stew Recipe
ingredient_665,ingredient,chicken thighs,chicken thighs
ingredient_666,ingredient,black beans,black beans
recipe_667,recipe,213,Kerala Style Varutharacha Mutta Curry Recipe
recipe_668,recipe,214,Lehsuni Moong Dal Tadka Recipe
recipe_669,recipe,215,Chinese Vegetable Fried Rice With Red Cabbage/ Purple Cabbage
ingredient_670,ingredient,purple cabbage,purple cabbage
recipe_671,recipe,216,Doi Ilish Recipe - Bengali Style Hilsa In Yogurt Gravy Recipe
ingredient_672,ingredient,fish,fish
ingredient_673,ingredient,kasundi mustard sauce,kasundi mustard sauce
recipe_674,recipe,217,Keeme Ja Bhalla Recipe - Sindhi Mutton Keema Balls In Gravy
ingredient_675,ingredient,mutton kheema,mutton kheema
recipe_676,recipe,218,Homemade Baked Beans Recipe (Wholesome & Healthy)
ingredient_677,ingredient,dry beans,dry beans
recipe_678,recipe,219,Chinese Vegetarian Fried Rice With Apples Recipe
ingredient_679,ingredient,red yellow or green bell pepper capsicum,red yellow or green bell pepper capsicum
recipe_680,recipe,220,Potato Sweet Corn & Cheese Cutlet - Cheesy Sweet Corn Patty
recipe_681,recipe,221,Mambazha Pulissery Recipe - Mango Mor Kuzhambu Recipe
recipe_682,recipe,222,Pull Apart Bread With Basil Pesto Recipe
recipe_683,recipe,223,Sun Dried Tomato Penne Pasta Salad With Goat Cheese
ingredient_684,ingredient,sea salt,sea salt
ingredient_685,ingredient,cherry tomatoes,cherry tomatoes
ingredient_686,ingredient,baby spinach,baby spinach
ingredient_687,ingredient,goat cheese,goat cheese
recipe_688,recipe,224,Shehenshahi Parsi Keema Pulao Recipe
recipe_689,recipe,225,Udupi Red Parboiled Rice Shavige Recipe
ingredient_690,ingredient,red matta rice,red matta rice
ingredient_691,ingredient,dosa rice,dosa rice
cuisine_692,cuisine,udupi,udupi
recipe_693,recipe,226,"Cabbage, Spinach, Pomegranate Slaw with Lemon Dressing Recipe"
recipe_694,recipe,227,Butter Chicken Recipe - The Classic Indian Chicken Gravy
recipe_695,recipe,228,Keerai Thoran Recipe Made Using Amaranthus Leaves
ingredient_696,ingredient,red amaranth leaves,red amaranth leaves
recipe_697,recipe,229,Chicken Pizza With Caramelised Red Onion Recipe
ingredient_698,ingredient,vinegar,vinegar
recipe_699,recipe,230,Penne Arrabbiata Pasta Recipe Using Multi Millet Penne Pasta
ingredient_700,ingredient,archanas kitchen multi millet penne pasta,archanas kitchen multi millet penne pasta
recipe_701,recipe,231,Penne Pasta In Creamy Tomato Sauce Made Using Archana's Kitchen Multi Millet Penne Pasta
ingredient_702,ingredient,yellow zucchini,yellow zucchini
recipe_703,recipe,232,Spring Vegetables Tagliatelle Pasta in Mustard Lemon Basil Sauce
ingredient_704,ingredient,tagliatelle pasta,tagliatelle pasta
recipe_705,recipe,233,Manipuri Style Karotkhabi Kanghou Recipe - Bitter Gourd & Potato Stir Fry
recipe_706,recipe,234,Restaurant Style Green Peas Masala Recipe
recipe_707,recipe,235,Oats Omelette Recipe
recipe_708,recipe,236,Roasted Tomato & Tortellini Soup Recipe
recipe_709,recipe,237,Sesame Noodles Recipe With Napa Cabbage
ingredient_710,ingredient,napa cabbage,napa cabbage
recipe_711,recipe,238,Moroccan Spiced Millet And Lentil Salad Recipe
ingredient_712,ingredient,mixed lentils,mixed lentils
ingredient_713,ingredient,anardana powder pomegranate seed powder,anardana powder pomegranate seed powder
ingredient_714,ingredient,ras el hanout spice blend,ras el hanout spice blend
ingredient_715,ingredient,kosher salt,kosher salt
recipe_716,recipe,239,Goan Style Chicken Galinha Cafreal Recipe
recipe_717,recipe,240,Vietnamese Lemongrass Shrimp Skewers Recipe
ingredient_718,ingredient,nutralite garlic amp,nutralite garlic amp
ingredient_719,ingredient,oregano spread,oregano spread
cuisine_720,cuisine,vietnamese,vietnamese
recipe_721,recipe,241,Chettinad Chicken Roast Recipe | Chicken Ghee Roast Recipe
recipe_722,recipe,242,Sweet Potato And Broccoli Sabzi Recipe
recipe_723,recipe,243,Chilled Sweet & Sour Cucumber Noodle Salad Recipe
recipe_724,recipe,244,Tofu & Peanut Noodles - Spiked With Sriracha Sauce
ingredient_725,ingredient,rice noodles flat,rice noodles flat
ingredient_726,ingredient,veeba sriracha sauce,veeba sriracha sauce
recipe_727,recipe,245,Spicy Chilli Garlic Noodles Recipe
ingredient_728,ingredient,white vinegar,white vinegar
recipe_729,recipe,246,Bangkok Coconut Curry Noodle Bowl Recipe
ingredient_730,ingredient,thai red chilli birds eye chilli,thai red chilli birds eye chilli
